Sentence,Global start,Global end
This will allow for robotic access when needed in the future.,1786.14089,1789.92904
"They'll perform some fun orbit or gummy, port it to the shape of a triangle, and restrain it out with a wire tie to a little handrail.",1790.02877,1798.11494
The crew will then work to break torque,1798.21468,1799.99994
First on h one followed by h two and then restrain the other MLI back to open and expose the second battery charge to discharge units and then work to break torque and reinstall to a known lower torque on the second battery charge discharge unit.,1800.23982001,1817.1992799999998
Both crew then will clean up and retrieve the crew lock bag to the PRT or body restraint tether and begin to head inboard the completion of the EVA.,1818.0186199999998,1829.15214
EV two will lead the way in since he led with second outboard.,1829.4917209999999,1833.8490199999999
"And then across the IEA, retrieve his fairly green hook.",1834.1886,1838.6866
"Translate under the MT and at the speed of handrail bridge, translate nadir down to our airlock.",1838.954923,1846.469922
"EV one in the meanwhile will translate to the S4 IEA, retrieve the folded up mod kit bag grab her fairly the green hook, translate past the CETA cart, hitting those brake pedals, down the CETA handrail bridge and to the airlock.",1846.8494799999999,1864.280305
Including a very successful US spacewalk number seventy nine.,1864.5399,1869.55764
You're in a live look inside the quest airlock.,1917.359925,1919.8589259999999
Looking at the you're in a live look in the airlock.,1920.4783639999998,1925.97587
Where Biren and Charlie are still preparing to go out later today for and then for a spacewalk to complete maintenance for a three a modification kit.,1926.3947839999998,1940.8963199999998
On the starboard truss at s four.,1941.30484,1943.56395
The duo will be working at the Starwood Trust s four for the three a power channel installing a modification kit where an irosa or ISS rollout solar array will later be installed.,1948.2298899999998,1960.5226599999999
That's actually not caleb Erin.,1970.14665,1971.54596
It's designated as EV one.,1971.54596,1973.2053799999999
Wearing the suit with the red stripe to the right of your screen.,1975.1940299999999,1979.5321099999999
Russia charges EV two wearing the suit with no stripes.,1980.03162,1983.0399499999999
To the left of your screen.,1983.27983,1984.6993699999998
"You're currently being held by NASA astronaut Tom Marshburn, a suit of the lead and ESA Ashna, Matthias Mauer.",1986.67813,1993.64411
The crew is now getting their SAFER installed.,2033.43202,2035.89104
The safer or simplified aid for EVA rescue is essentially a jetpack that will that will allow astronauts who wear them to perform.,2036.35986,2045.23418
The safer is worn as a precautionary measure in the unlikely event that an astronaut or to become untethered from the space station.,2047.53278,2053.96898
The SAFR would allow the crew member to safely propel themselves back to the space station.,2054.22861,2058.56668
"Once the savers are successfully installed on astronauts, they will be moved through the equipment lock portion of the airlock you see on the top of your screen now into the crew lock section.",2061.7142599999997,2072.16898
"The hatch will then be closed behind them, and the final preparations will begin to depressurize the crew lock all the way down to vacuum.",2072.74844,2079.97424
They'll then complete suit checks and communication checks with the flight controls.,2081.5932,2085.5714399999997
Team here in Houston before venturing outside the hatch.,2085.9698399999997,2089.26846
"Less space suits, you see that you are wearing are the EMUs or extra vehicle mobility units, which are essentially a mini lapsed support system providing environmental protection, mobility, and communications for the crew members during their spacewalk.",2184.79981,2198.08234
"Later today in coverage, we'll have a special guest with us, Laura Carney, Laura is the program manager for the newly created extracurricular activity in human surface mobility program.",2222.60704,2233.02197
Laura will tell us a little bit about the future of space suits and how they'll affect Artemis missions.,2233.8999,2240.11704
"Hey, Karrie Lazy.",2366.45801,2367.45754
Matias Mauer and Tom Marshburn.,2367.45754,2369.23688
Working together to install the SAFR on the back of Kayla Barron's space suit.,2370.17481,2376.55188
"Once installed, the bearing will be moved through the equipment lot portion of the airlock you see in and into the crew lock section.",2378.2096,2388.69458
"After her, we'll see the same happen for charlie.",2390.71334,2393.61214
"And when both are successfully into the crew lock section, the hatch will be",2394.38471,2400.0
And close behind them and the final preparations will begin to depressurize the crew lock all the way down to vacuum.,2400.03998,2406.4570203
They'll then complete suit checks and communication checks with the flight control team here in Houston before venturing outside the hatch.,2407.4147997,2414.03174
"We're currently seeing Russia Charlie being fitted with his SAFER, and he will be next to move into the crew lock portion of the airlock.",2827.17612,2835.6518
You just saw at NASA astronaut Mark Vanderheim fly by.,2880.8666,2885.45374
He has another important thing happening today on the International Space Station.,2885.67337,2889.65164
As he's breaking records.,2890.2798000000003,2892.21906
"When the clock strikes twelve twenty four eastern time today, March fifteenth, Mark Vandaye will claim the title of the US astronaut with the single longest space flight in history.",2893.15833,2904.2427
"At a mission at last time, our three hundred and forty days, eight hours, and forty two minutes, Benghai will surpass the duration log by NASA astronauts, Scott Kelly, back on March second two thousand thirteen.",2904.9021000000002,2915.9367700000003
You currently are seeing is astronaut European space agency astronaut Matthias Mauer and NASA astronaut Tom Marshburn helping Rajachari through to the crew portion of the airlock.,3203.58806,3217.97853
"So far, NASA astronauts, Kayla Berner, Raja Chari, have completed pre reading and headed into the crew lock.",3253.4566,3260.49185
"This space walk today marks two hundred and forty seven in support of international space station assembly, maintenance, and upgrades.",3299.83905,3305.8563
"This will be Kayla Baron second, and Rajatree's first Baron is EV one or extra vehicular crew member one.",3306.24496,3314.96
"And she is wearing the suit with the red stripes, with the helmet cam number twenty two.",3314.99997,3319.69788
"Charlie, as EV two, will wear the suit with no stripes and has helmet cam number sixteen.",3322.31497,3327.1728
We'll see those We'll see those feeds later today.,3327.8722,3332.18903
Airlock Houston with a request for you.,3478.73267,3482.8708500000002
It on what?,3490.995,3491.85483
Yes.,3494.7931,3495.1929
It looks like we may have bumped the EV two's HEKA.,3495.1929,3497.9915
Can you go ahead and turn it off?,3497.9915,3499.9308
Line fifty four says EM EMU TV power check green LEDs one.,3505.36774,3510.70532
So we switch it on top?,3511.51465,3513.0941000000003
Copy checking.,3521.6891,3522.54895
M and T effect with you on one.,3543.934,3545.9932
"For step fifty four, that's the EMU TV power.",3546.65265,3550.1100500000002
Not the HEKA.,3550.19,3551.0296
"So if you can go ahead and power on the EMU TV and power off OFS, the HEKA.",3551.0296,3556.5271000000002
And we also found this and we just did this.,3558.6544,3562.1327
Tom confirms the heck is off on both and the EMU TV is on on both.,3562.1327,3566.3908
Copy.,3567.2797,3567.7797
We're currently in a loss of signal between a satellite.,3700.0047999999997,3705.42234
You're seeing a live view of the International Space Station flight control room.,3705.84188,3709.4603199999997
For the Orbit two team is being led by flight director Mike Lamers.,3711.22918,3714.687705
"Forward to team, again, being led by flight director Mike Lammers, Next to him is Alex Kalalinkos, who's the capcom this morning.",3754.5119799999998,3762.7578599999997
And next to him will be picture glover That's astronaut who'll be ground IV today.,3763.0174899999997,3769.2335199999998
Sandy Moore is the lead's base walk officer.,3769.77299,3772.272
"Once the pressurization, will switch from hearing Alex to hearing Victor Glover communicate to the crew, and it appears now that the hatch is now closed.",3780.76712,3791.79074
"And as you see here, Tom Marshburne and Matthias Mauer are closing the hedge between the Quess airlock and the crew lock where Barry and Charlie will be isolated as the pressurization occurs.",3824.7215899999997,3836.2455099999997
"Once the crew gets to go from the team in Houston, depressurization of the crew lock will begin.",3860.51946,3865.85706
Houston station on one for the airlock.,3872.70212,3874.73006
Step seventy two and seventy three are companies.,3874.8500099999997,3877.3889799999997
Copy.,3882.24631,3882.74631
"We'll put step seventy four through seventy six in work, and we'll let you know when the EV crew are hot mics.",3883.4250199999997,3889.12244
Yes.,3893.6691299999998,3893.9089999999997
Thank you.,3893.9089999999997,3894.34878
Seven seventy four two seventy six.,3894.34878,3896.6478899999997
Good read.,3898.42676,3898.89508
Copy.,3920.49226,3920.99226
"Station Houston, the EV crew are hot mic.",3926.49826,3929.31711
I'm copy.,3934.97278,3935.7126799999996
I got it.,3935.85236,3936.6322
And we hear you both EV one and EV two loud and clear.,3937.7299599999997,3940.86866
Hi.,3952.29211,3952.5719599999998
"I have Alex Luvs here, and You too, Cynthia.",3952.5719599999998,3956.82989
No.,3958.0490099999997,3958.4488199999996
Got you.,3958.4488199999996,3958.4888
No problem.,3958.4888,3959.04852
I'm working well.,3959.04852,3959.6881999999996
You've got you've got it right here as well.,3959.6881999999996,3961.46756
Good morning to you both.,3967.7038599999996,3968.86328
It's a great day for an EVA.,3968.86328,3970.3627899999997
Good morning.,3974.4594399999996,3975.1593599999997
So I'm clear.,3979.01718,3979.8567599999997
Ready to go.,3979.8567599999997,3980.75656
"Roger, check with the switch for the heat test pump power is in the left hand.",3989.68979,3992.9484199999997
Right.,3994.56736,3995.06736
No.,3995.4469,3995.60684
That's not.,3995.60684,3996.38669
The enable LED is programmed on.,3998.4150999999997,4000.75418
The enable is on.,4001.21371,4002.5132999999996
We're on the crew lock key for this cue card.,4003.77243,4005.95156
On the UIA.,4006.8508899999997,4007.6307399999996
"Thank you, sir.",4010.9087799999998,4011.50848
One moment for your going ahead.,4011.50848,4012.78784
"Hey, Mike.",4012.78784,4015.7666
"Station Houston, you have a go for d plus and step eighty.",4027.5694,4030.84778
We'll see you on the crew lock d plus three press two cover.,4030.84778,4033.78656
Copy.,4038.40326,4038.6830999999997
We're going step eighty.,4038.6830999999997,4039.56268
We're now on the lead depress depress cue card.,4039.56268,4041.9817199999998
Welcome to UIA.,4044.43926,4045.45901
"Switch the deepest pump power to on for, wait, ten seconds.",4045.47873,4048.55719
Pardon?,4048.55719,4049.05719
Switch is on.,4049.6366599999997,4050.5764599999998
And then second.,4059.3698099999997,4060.42953
So you can take the depress pump isolation valve to open and and expect that large turn.,4060.64916,4064.88706
Copy.,4064.88706,4065.38706
Alright.,4068.38436,4068.70419
So you're open.,4068.70419,4069.5240599999997
Okay.,4071.94256,4072.26242
You can ex both expect on our turn when the crew lock gets to six.,4072.26242,4075.7609199999997
Monitor pursuit key gauge that stays less than five decimal five.,4076.25998,4079.8581599999998
Let us know if it's not.,4079.8581599999998,4080.81769
Copy.,4080.81769,4081.31769
Copy.,4082.57681,4083.07681
A little loud sound.,4158.00386,4158.88342
Let's see.,4158.88342,4159.2832
That's too.,4159.2832,4159.60303
That's the release.,4159.60303,4160.36266
I'll open it.,4160.36266,4161.26246
And I hear you.,4161.60206,4162.70176
"Flight controllers here and mission control, Houston, did a go no go for a depressurization to begin, and we have begun depress.",4299.415053999999,4307.191409999999
The depressurization of the airlock will be done in two stage process in a two stage process.,4314.13682,4319.004239999999
"First, they'll take the crew lock down to five pounds per square inch of pressure, at which point the pressurization will be paused to do a systems check.",4319.503739999999,4327.62968
"Following this, depersonalization will resume and continue all the way down to vacuum.",4327.849319999999,4332.387309999999
Once vacuum is reached the two spacewalkers will complete suit and comm checks before placing their space suit on internal battery power officially marking the start of today's spacewalk.,4332.84682,4343.400839999999
A US spacewalk starts.,4349.717199999999,4351.4166
A US spacewalks start and in time is measured from the time the crew places their space suit on internal battery power all the way up until the time repressurization occurs.,4352.715099999999,4361.97071
"And they're back inside the crew lock, following completion of their spacewalking test for the day.",4362.320119999999,4367.29789
It'd be for six point o forty nine five.,4545.079659999999,4547.11863
Copy.,4547.11863,4547.61863
"Maurin Marshburn in the equipment section of the crew airlock continue to monitor depressurization on the quiz airlock where NASA astronaut Kayla Baron and Ash Ashanat, Rajatari, are suited up and undergoing preparations to eventually venture outside.",4576.662179999999,4593.091899999999
It's currently it's currently at five point five psi.,4645.67268,4649.411059999999
This side of the crew lock.,4649.780059999999,4651.13938
"Again, they will pause around five pounds per square inch and begin system checks.",4651.13938,4656.95673
Right.,4692.99446,4693.274329999999
We see the crew lock pressure at two five nine.,4693.274329999999,4695.913
"Raja has take the depress pump, isolation valve to close and expect the alert time to stay close.",4695.913,4701.25059
On the ECMs for both of you.,4702.31974,4704.099099999999
"On the display switch, toggle status until leak check question mark is displayed and then yes for two seconds.",4704.23878,4709.85621
"One, two weeks ago.",4718.951389999999,4719.9509
Wait.,4719.9509,4720.4509
EV two is a check plate.,4721.91966,4723.29916
Copy.,4723.758699999999,4724.118509999999
And you will just continue to follow the display's instructions.,4724.118509999999,4726.53756
Gotcha.,4727.236959999999,4727.736959999999
Copy.,4779.18491,4779.58476
Check complete.,4779.58476,4780.284659999999
"Other two actuator to EVA, and that's in work.",4781.22391,4783.84286
"And EVA two, leak check complete.",4784.902059999999,4786.4213
I'll work it on the EVA O two actuator.,4786.4213,4788.71976
Copy.,4789.619119999999,4790.018899999999
Two good leak checks standing by for O two actuator to EVA.,4790.018899999999,4793.15756
Houston copies.,4803.6382803,4804.4778602999995
Good luck checks.,4804.4778602999995,4805.377659999999
I'm in EVA.,4805.517339999999,4806.417140299999
We can't let you're an EVA too much.,4812.023060999999,4813.8423999999995
And I'm in EVA as well.,4827.553959999999,4828.973499999999
Copy.,4829.393039999999,4829.712879999999
"One and two, both in EVA.",4829.712879999999,4831.292339999999
"Roger, I'll take the depress pump Manual isolation valves are open and expect alerts to open.",4831.951759999999,4836.7786
"And after our call on good leaked checks and good com checks, work.",4855.137519999999,4859.924939999999
And the valve is open.,4859.924939999999,4861.5241399999995
Copy.,4861.5241399999995,4862.0241399999995
The valve is open.,4863.24328,4864.4229399999995
"And after a call on good leak checks and good comm checks, the crew inside the crew lock will continue depressurization.",4869.609039999999,4877.684119999999
It remains less than five.,4879.502959999999,4880.58242
That's about five.,4880.58242,4881.2620799999995
Let us know if it's locked.,4881.2620799999995,4882.561679999999
Roger.,4882.98122,4883.48122
Copy.,4883.540939999999,4884.040939999999
Your next step will be at two psi.,4887.278829999999,4889.6578899999995
"If you're just joining us, this is mission control Houston.",5003.52003,5006.298899999999
"And we have a live you're looking live at the the equipment lock section of the Quest Airlock where we begin deprioritization for Kayla Baron, that's actually not Kayla Baron, and Rasha Chari, in order to begin the two hundred forty seventh spacewalk on space station assembly maintenance and upgrades.",5006.71844,5028.743549999999
You're currently looking at Matthias Mauer of ESA or European space see and Tom Marshburn of NASA in the equipment section continuing to monitor the depressurization of the Quezier lock.,5029.28303,5041.066809999999
"Weir, NASA, not Kayla Baron.",5041.486349999999,5043.585549999999
And Russia Charrie will suit are suited up in undergoing final preparations before they head out.,5043.954999999999,5051.131649999999
Of the station's hatch today for today's spacewalk.,5051.719999999999,5054.5388299999995
"With Roger, we see we are just below one zero three.",5136.48997,5140.228369999999
"Roger, you can take the press pump manual isolation box closed.",5140.368049999999,5144.466229999999
Ready to just close.,5144.565929999999,5145.705599999999
"Switch on the UIA, the depress pump power to OSF.",5147.034679999999,5149.5934
The depress pump on the UIA and power?,5149.5934,5154.131399999999
Copy off.,5155.019969999999,5155.539699999999
Report your initial tether configuration for egress.,5155.539699999999,5158.518469999999
Okay.,5159.2178699999995,5159.4977499999995
If you can move a little to your right -- Copy.,5159.4977499999995,5162.436529999999
-- forward.,5162.5761999999995,5163.3261999999995
"And then if you wanna if you've got a good visibility of search, you can go first.",5170.201939999999,5174.289679999999
"Otherwise, I can start online.",5174.289679999999,5175.909129999999
"Oh, well, it starts.",5175.92887,5176.82868
Go hands on the SD WAN extender.,5177.288199999999,5179.3671699999995
Is that my large?,5179.3671699999995,5180.946599999999
"Lease, Tethr hook, gate closed, lock, lock, lock, lock, lock, lock, on lock on, on, lock, on, lock, on, lock on my left.",5181.5748699999995,5190.470649999999
Relink fender on my body.,5190.80006,5192.259599999999
Then you think that's the rest that I put right here on the fender.,5193.398749999999,5197.97672
Okay.,5198.03645,5198.53645
I'm looking at my right hearing extender.,5199.124999999999,5201.064299999999
I've got another small hook attached to my right hearing extender.,5201.283939999999,5204.662479999999
"They closed, slider locked, block on black.",5205.281929999999,5207.4610999999995
I've got my red hook attached to my right earring extender.,5207.809899999999,5210.788669999999
"They closed, slider locked, lock on lock.",5211.767919999999,5214.346869999999
My red reel is unlocked.,5214.85496,5216.474399999999
My yellow hook is attached to my green reel.,5217.25376,5219.93244
"Eight closed, so I'm locked stuck on black.",5219.93244,5222.631329999999
My green reel is unlocked.,5224.139899999999,5226.079199999999
"My green hook is attached to my credit reel, and it is unlocked.",5226.93852,5231.5650399999995
And my anchor hook is on my mini workstation.,5231.844899999999,5234.303929999999
I'll try.,5245.995029999999,5246.354869999999
I'm gonna be able to help you out with some of that if you need it.,5246.354869999999,5248.933819999999
"I've got my eyes on my right play string, the right d ring extender on that.",5249.233399999999,5254.190929999999
"I see a red and white stripes crew hook, gate closed, lock, lock, and lock, run to Red rail, which is unlocked.",5254.190929999999,5266.8839499999995
"That's what happened on Red rail is a green blue hook, which is on lock.",5268.622799999999,5273.889749999999
The yellow hook from the red wheel is attached to the green wheel.,5274.02943,5276.8083
On the left side on black.,5277.147869999999,5278.527399999999
Then off the green wheel.,5279.146859999999,5280.766299999999
"See my anchor hook, which is marked light EV two, gate close, black, and black, attached door anchor hook, gate close, lock, lock, lock, and lock.",5281.9149,5289.651279999999
And one correction notes attached to my waist tether or large waist tether.,5289.860019999999,5293.558419999999
"So with that, I've got a low cap position and you have a low cap to me.",5298.6046799999995,5302.183139999999
Yep.,5302.922519999999,5303.24238
I agree.,5303.24238,5303.82234
"And Houston station, we see a good initial time or config if you agree.",5305.330029999999,5308.74857
"Do I have the room camera to shift to my body left, or is that gonna pin you in?",5315.604039999999,5319.38236
"For now, you can't but I'm not I'll probably need you Those are where you are now when I need to get scratched.",5320.001799999999,5325.35874
Okay.,5325.35874,5325.638599999999
Copy.,5325.638599999999,5326.138599999999
And airlock Houston on one for EV two.,5326.518169999999,5330.136639999999
We need we need both of your your small hook from your waste tether.,5330.784949999999,5335.04307
And both of your small hooks from your waist tethers.,5335.622539999999,5343.3284699999995
Right.,5347.4661,5347.745999999999
Sorry.,5347.745999999999,5348.245999999999
I'd like to do ring spender.,5350.0547,5351.414099999999
I have two small hooks.,5351.414099999999,5352.713659999999
"One is both our gate close, black black and black one runs to my mini workstation.",5352.9733,5356.971299999999
That's my way to set it.,5356.971299999999,5358.1800299999995
The other one is the red light driving one.,5358.219999999999,5360.938639999999
That's the fault of gate closed.,5360.938639999999,5362.138039999999
"Last one, the last one, the red one.",5362.138039999999,5363.957399999999
That's what you're looking for.,5364.17704,5365.255039999999
Copy it.,5365.334999999999,5365.734799999999
Thanks for that.,5365.734799999999,5366.334499999999
And then also the small hook on the there is a waist tether on the airlock D RingCentral.,5366.334499999999,5370.672599999999
Yep.,5375.219999999999,5375.459899999999
