Sentence,Global start,Global end
"If you want installs the scoops, and releases the new lithium ion battery.",637.379997,643.32
"If you want hands the battery to EV two, and the two crew members shepherd the new battery out to the integrated equipment assembly.",647.105,655.525
"If he two ingresses the foot restraint, and if he one hands the new battery over.",656.25,661.39
The two crew members install the lithium ion battery onto the integrated equipment assembly.,663.504997,668.8050000000001
And remove the scoops.,672.619995,673.92
EV two relocates the foot restraint.,677.1800000000001,679.36
They prepared to remove the next old battery.,682.165,684.985
"If you two removes the battery, hands it over to EV one, and the two crew members, Shepard, The old battery back to the exposed pallet.",689.16,700.174995
"If you won ingress as the foot restraint, while leaving two hands, the old battery over, and it stowed on the body restraint tether.",701.59499,709.96
"The two crew members, release the adapter plate, then EV two stows that on the BRT.",711.14,717.665
"EV two translates out integrated equipment assembly, while EV one stows the old battery on the exposed pallet.",719.8050000000001,728.12
"EV one, joins EV two, and the two crew members install the adapter plate.",731.01501,738.79501
"EV two, attaches the cable between the adapter plate and the lithium ion battery, and that completes the circuit.",745.5400099999999,753.595
V one retrieves the bag.,755.84001,757.62001
"While EV two retrieves the pistol grip tool, and the two crew members translate back to the airlock to complete the first EVA.",761.0400099999999,773.1650099999999
EV two ingresses first followed by EV one.,774.84001,778.94
And that was a step by step rundown of what we're expecting to see today.,784.785,789.36499
"Again, that's expected to take Cook and Morgan about six and a half hours.",790.14001,793.92001
They do have some get ahead tasks on the schedule if they get everything done ahead of time.,794.06001,798.48001
"But today, mainly looking to, again, swap out, that older battery, put it on that exposed pallet swap in a new one, get the adapter plate and a second old battery off, and that will be the first of five.",798.625,814.43001
"Again, a total of five spacewalks anticipated to take place in the coming weeks.",815.265,820.245
"The first one being today will have another one in about five days on our October eleventh, another one, five days later on the sixteenth, another five days to the twenty first, and then four more days to the twenty fifth.",820.465,832.36
That's the planned timeline.,832.36,833.66
"So five space walks in one month to get all of these batteries swapped out, and the upgrades done on this power channel.",833.8,840.36499
"For now, though, back inside of the Quest Airlock, you can see the safer unit now attached to Morgan's suit.",841.2,846.08
"He'll be moved into the airlock momentarily, and then we'll get a little bit closer to starting this spacewalk.",846.08,851.76501
They've already been in these suits for a couple hours now.,852.145,855.125
"They initially suit up, and then do something called in suit light x or size where they actually get into the suits, and they do small movements, followed by periods of rest.",855.26501,865.5699999999999
"This is to help get all of the excess nitrogen as when they're in the suits, they're pressurized, to only about four point three psi as they're gonna be working in the vacuum of space, and you have fight against this pressure of the suit as it is at a higher pressure than their surroundings once they're out there.",865.63,882.30002
"While they're in these suits, though, they're breathing pure oxygen.",882.30002,885.12003
"So they have to since you're not getting, since you're in a lower pressure and you're not getting you're not breathing in nitrogen, the nitrogen in your blood will actually tend to form bubbles, and it can form bubbles in your veins and the soft tissue.",885.3400300000001,898.7700199999999
That's what's known as the bends.,898.7700199999999,900.79
So anybody familiar with scuba diving knows that's what would happen.,900.905,904.4449999999999
"If you go from, a higher pressure deep down in water up to a a lower pressure as you reach the surface.",904.585,911.69
"So to prevent that, they do this in suit light exercise as they're breathing pure oxygen inside of that suit that gets all the excess nitrogen out before they make their way out the door, and they avoid that nasty little occurrence.",911.69,924.0350000000001
"Pretty soon though they'll move into the crew lock, and then the crew will be able to actually depressurize, that area.",925.66998,932.2299800000001
"So the hatchway between the crew and the equipment lock will close right where Luca Parmatano's floating right now, and they'll bring it down to about two psi using pumps inside of the Quest airlock.",932.2299800000001,943.3050000000001
"After that, the pumps no longer have quite enough efficiency to continue drying out air that gets stored in tanks and the rest of the here, and there will just be vented overboard, then they'll get the go to open up the hatch.",943.76,955.7649799999999
"And then once they switch their suits over to battery power, our spacewalk will officially begin.",955.82498,961.38
This is the two hundred and nineteenth spacewalk in support of station assembly and maintenance.,965.91998,972.52502
"And again, this is gonna be the the second for both of our astronauts today.",972.52502,976.4650300000001
"Christina Cook, who's gonna be EV one and wearing the suit with the red stripes again around that thigh area.",976.52502,982.2
That's how you'll be able to differentiate her and Drew Morgan once they're out the door.,982.2,987.0
So already a little over six hours for both of these crew members.,987.0,991.315
"This one today plan to last about six and a half, but we'll see just depending on how quickly they get through every and whether or not we're able to tack on some get ahead tasks at the end of the day, potentially swapping out a few more batteries.",991.315,1003.87
The space walk was anticipated to begin at about six fifty AM central time.,1006.025,1011.565
"But the crew moving pretty efficiently through their timeline so far, we'll see what the official start is today.",1011.96,1018.06
"Inside the airlock, you can see Jessica Mir, they're close to our screen.",1018.9649999999999,1023.36502
"She's been assisting with all of the suit up operations this morning, along with Lukea Parmatano, Once the actual action begins, Chris, Jessica will be the robotic arm operator.",1023.36502,1034.5500200000001
"There will be a small amount of robotic arm motion after they do that first battery swap, just move things a little bit closer.",1034.5500200000001,1040.7949800000001
"But most of the crew members will be working from foot that they're gonna be to towing out there with them, along with all of the rest of the equipment today.",1041.25497,1051.1100000000001
And if you are following along and you have question during today's spacewalk.,1076.155,1080.1
You can always head over to Twitter.,1080.24,1081.84
"Use that hashtag ask NASA, and we'll try to get through a couple of questions throughout our day.",1081.84,1086.97998
"The action's gonna be pretty nonstop once they get out the door, but we will try to squeeze in a few, when we get some chances during today's spacewalk.",1088.385,1096.565
"So again, head over Twitter, use that hashtag asked NASA, and we'll try to get to your question today on the broadcast.",1096.625,1102.87
"Now though you can see both crew members now in that crew lock section, pretty soon.",1103.72998,1108.10498
We'll be getting ready to see the hatch get closed.,1108.10498,1111.005
"And once that's closed, they'll start what's known as the depress, the depressurization actually drawing all of the air out of that crew lock section, bringing it down to vacuum that were very close to vacuum before they open up the hatch, and the spacewalk will begin.",1111.305,1126.255
"As you saw in that animation, which was narrated by Keith Johnson, he's the lead EVA officer here in the room today.",1127.03503,1134.72
"He's coordinating all the teams in his backrooms, looking at the suits and all of the different procedures for the crew members.",1134.72,1140.89996
"They've practiced these space walks numerous times along with crew members in the neutral buoyancy laboratory, making sure they have everything extremely choreographed out down to the handrails that they're gonna be suggesting for these crew members to use and also store things on as they're making their way out to the worksite.",1141.12,1159.9099999999999
"It'll take a little while for them to actually make their way out there because again, we're going all the way to the very end of station, something called the p six truss segment.",1160.2849999999999,1168.9450000000002
"P six, on the port sides on the left side of station.",1169.44,1173.06
They're gonna be making their way out there.,1173.6,1175.44
"It'll take per the timeline, about two hours almost before we're finished with the actual post depress, so right after they're done depressurizing the airlock doing the egress so that initial exit from the airlock and staging of a few of their bags and then actually making their way all the way out there.",1175.44,1195.7150000000001
"So we'll continue to follow along everything moving smoothly, both",1195.7150000000001,1200.0
"Crew member suited up, the safers donned in the crew lock.",1200.24,1203.6999998
"Next up, we'll be waiting to see that hatch get closed.",1204.08,1207.22
And this is Mission Control Houston.,1310.335,1312.255
If you're just tuning in welcome to the first of five space walk scheduled so far for October as we go through to upgrade some batteries outside of the International Space Station.,1312.255,1323.14
"Our two space walkers, Andrew Morgan and Christina Cook already suited up and inside the crew lock section of the Quest airlock Pretty soon we'll be seeing the hatch close between the two sections of the Quest airlock, Luca parmitano.",1323.44501,1339.17001
You can see just doing some last minute set up items getting some of their equipment bags in a good place for them to access before they get ready to close the hatch.,1339.3899999999999,1347.9850000000001
"If you get depressurizing the airlock, and that'll get them closer to actually opening up the hatch, switching their suits over to battery power and officially beginning today's spacewalk.",1347.9850000000001,1357.69
"Again, it's expected to last about six and a half hours today.",1358.395,1362.095
"The primary task today is going to be removing two old batteries from one section of that integrated equipment assembly, where there are currently six batteries.",1362.475,1373.52
"As you can see, we got the crew members in there.",1380.795,1382.715
"We have just verified their Heathers, and all equipment in the airlock.",1382.715,1387.79
Sounds good.,1390.8899999999999,1391.79
Complete it through step fifty nine.,1394.305,1395.825
So we're ready to pick up in step sixty.,1395.825,1397.7649999999999
One dot two two five Copy.,1397.825,1403.93999
Thanks.,1403.93999,1404.43999
Luca removed the water switch cards on the DCM.,1411.145,1413.645
And that's NASA astronaut desk Camir on the left side of your screen.,1429.8,1433.32
"Her and Italian astronaut, Luca Parmitano have been assessing in all the suit up activities today.",1433.32,1439.1
"As you heard, they're in step number sixty of, what's known as their, EVA, so extracurricular activity into light exercise pre breathe on their timeline.",1465.325,1479.435
That includes all the pre breathe activities that the crew did earlier to help purge that excess nitrogen from their blood.,1479.435,1485.375
As they're working in the lower pressure pure oxygen environment of their spacesuits have now moved their way over to the crew lock.,1485.53998,1493.63998
There's about seventy five steps in this procedure.,1493.825,1496.48502
"And then once they complete all of these, they'll be ready to depressurize the airlock so they begin drawing all of that atmos fear out of the airlock.",1496.7050199999999,1504.99002
And our timeline had us starting about an hour from now with the official start time of the spacewalk but we'll continue to follow along and and keep an eye on when we are able to start.,1505.29,1517.335
"Again, as soon as they switch our suits over to battery power, that'll mark the official start of today's spacewalk.",1517.335,1523.65
Houston airlock on one serial number from the Metox canister that we removed our four and seventeen as expected.,1570.02502,1576.6
Those are good numbers.,1578.34,1579.3000200000001
Thanks.,1579.3000200000001,1579.8000200000001
Thanks for dressing smoothly inside of the Quest Airlock.,1585.91498,1589.375
It's NASA Escamere talking down to the ground here in Houston.,1589.91498,1593.775
The orbit two team on console inside the International Space Station flight control room.,1593.94,1599.22
They're gonna be led today.,1599.22,1600.6
"By flight director, TJ Kramer.",1601.125,1602.885
He's in the sport code blue tie.,1602.885,1604.905
They're in the center of your screen.,1605.045,1606.725
"Just to his left is another flight director, Judd Freeling.",1606.725,1610.27002
He's gonna be the lead flight director for the last three in the series of five space walks.,1610.57,1615.5500200000001
"The left of him, NASA astronaut, Mark Van Deye.",1615.615,1617.775
"He's serving as the capcom, so he'll be the one on the ground here talking to the crew inside of the station.",1617.775,1623.315
And although to his right in the blue jacket is NASA astronaut Stephanie Wilson.,1623.58,1627.92
"She's going to be the ground IV, so she's gonna be the one actually talking our space walkers through each of their, procedures throughout the day as they go through to replace these batteries One of the other key players in the room today is gonna be Keith Johnson.",1628.06,1643.91
He's there in the blue shirt.,1643.97,1645.01
He's gonna be leading the EVA team.,1645.01,1647.1100000000001
"He's got a backroom keeping an eye on the extra vehicular mobility unit, the spacesuit, and all the procedures and tools.",1647.935,1654.595
And then just next to him is Sandy Fletcher.,1654.975,1658.19
She's gonna be doing that same job for Spaceewalks three through five in this series.,1658.19,1663.01
"So all the teams in place, the crew inside the crew lock pretty soon, we're gonna be seeing that hatch get closed by Luca Parmatano.",1665.155,1671.815
And then it'll be just about time to depressurize the airlock and get this space walk underway.,1672.19,1677.73
Good one.,1684.935,1685.595
"You said, Eric on one Go ahead, Jessica.",1769.185,1773.1799999999998
"On procedure one dot two two five, we confirm steps seventy and seventy one are complete.",1775.8,1780.5849600000001
Copy.,1783.125,1783.605
Seventy and seventy one are complete.,1783.605,1785.2849999999999
We will work seventy two.,1785.2849999999999,1786.72
Copy.,1789.43994,1789.93994
Jessica,1799.06494,1799.56494
Boarding down.,1800.0,1800.82
Steps now completed.,1800.96,1802.1
The hatch is closed.,1802.1599998,1803.04
"Again, they're in step seventy two.",1803.04,1804.4
We're waiting until step seventy four.,1804.4,1806.66
"Until this part of their procedures are over, and then it'll be time to depressurize the crew lock.",1807.6150002,1812.915
"Pretty soon, we'll here.",1813.695,1815.24
"The mics come on inside of the space suits for these two space walkers, and it's gonna be Christina Cook, EV one, the lead space walker for today, and Andrew Morgan for all all four of you.",1815.24,1825.475
Great work so far.,1825.475,1826.695
Thank you.,1829.235,1829.974998
You guys as well.,1830.195,1831.335
Don't we really Okay.,1859.305,1881.905
Not at all.,1881.905,1882.725
"And for Christina and Drew, just a heads up that you are hot miked on space to ground one.",1884.37,1888.55
Copy.,1891.01,1891.51
K.,1922.14,1922.3
"Eighty one, Patrick.",1922.3,1923.44
"Christina, we have you loud and clear, but that came in clip if that was for Houston.",1923.675,1935.92
"It was, in the middle of reading us the reminders and stop I wanted to get a contract with the equipment lock.",1939.34,1945.885
"Stewart Jessica, if you want a contract, Will will you give him a call?",1949.545,1957.56
Yes.,1957.56,1958.06
"Luca, Jessica, if you can if you can hear us, give us a comm check.",1958.84,1962.475
"And, for Luca and Jessica in the crew lock, we you are go for step seventy three.",1967.63,1973.81
"Houston, the EV one two.",1982.065,1983.90001
We are not copying Luca or Jessica if you are.,1983.90001,1987.2
"They just moved us into the public call once, so now you should be hearing me.",1987.58,1991.34
K.,1991.34,1991.66
Copy.,1991.66,1991.9
I have you had a question.,1991.9,1993.055
I have it the same.,1993.055,1994.19499
"Drew, Drew, and Christina, well, what can I see you hear me saying?",1994.575,1997.95499
At two psi.,1998.09499,1999.23499
I'm sorry.,2000.0149999999999,2000.495
"Two psi or, Your DCN will toggle between airlock pressure and a truck to air EVA, and you will get another tone every time we talk And then when you guys are at one psi, your DCM will go blank in four minutes.",2000.495,2015.94499
"And then in fourteen minutes, if the rates are low, you could get a supervisor message.",2016.00499,2021.45999
Just this is expected to verify your certificate.,2021.59999,2024.58
"And if it's normal, it could be it's nothing to be concerned about Copy.",2024.87999,2029.425
Copy.,2029.565,2030.065
Hi.,2046.185,2046.685
I EV two.,2047.55916,2053.55583
"Drew, on the UIA, check that the switch depressed pump power is off.",2054.67,2060.05
Press pump power is off.,2062.66998,2063.9049999999997
Check the depress pump enabled LED is on.,2064.945,2068.805
Press pump enable LED is on.,2069.3450000000003,2071.31
This is Station Luca on two for step seventy six.,2072.66998,2075.9700000000003
"Luca, you are go for step seventy six.",2076.83,2079.49
"Christina, Andrew.",2084.165,2085.125
"We are now into the crew lock depress, repress cue card.",2085.125,2088.26498
Copy.,2089.59,2090.07
Copy.,2090.07,2090.57
"Drew, on the UIA, switch the press pump power to on Then wait ten seconds for a complete startup.",2093.91,2100.81497
Press pump power is on.,2104.47498,2105.94
K.,2109.38,2109.88
Depress pump manual isoval.,2110.02,2112.44
Open.,2113.255,2113.755
"Press pump, man, ISO valve, open.",2114.21503,2122.82
Can expect a large zone and monitor your seat pressure gauge less than five point five.,2123.30002,2129.24002
Baby two.,2129.7,2130.26
Copy.,2130.26,2130.76
"And so at this point, the depressurization of the crew lock section of the Quest Airlock has begun.",2134.965,2140.425
"So, again, this now pumps drawing the atmosphere out of that section.",2144.81,2149.925
It's gonna continue doing so until they get down to five PSI inside.,2150.625,2154.94498
"So, again, you're starting from about fourteen six point o, expect an alert tone.",2154.94498,2161.75
Copy.,2162.93,2163.41
Alert tone.,2163.41,2164.31
Copy.,2165.26498,2165.76498
"Again, starting at about fourteen point seven, they're gonna bring it down five, and then they're gonna stop the procedure, and then do some quick leak checks on their suits before they again start things back up and get all the way down to two.",2169.50497,2181.99
"Once they get down to two PSI, the pumps no longer have the ability to continue drawing atmosphere out, so all the excess breathing gas, and there will get vented overboard, and then they'll actually be able to be at very close to vacuum and then they'll get ready to open up the hatch and then head outside on today's spacewalk.",2182.115,2202.305
"Again, it will officially begin when they switch their suits over to battery power.",2202.365,2206.95
"But at this very moment, Christina Cook and Andrew Morgan inside the airlock, air slowly being drawn out that pressure gauge counting down.",2206.95,2217.555
We're gonna wait until they hit that five psi mark.,2217.615,2220.335
"They're gonna stop, do leak checks, resume, go down to two, turn it off, vent the excess gas overboard, open up the hatch, switch to battery power, and then kick off this six and a half hour space walk.",2220.335,2231.95
"After you get the alert tone at six point o, your next step is gonna be a five point o.",2232.255,2237.55502
You will close the different pumps on manual isolates.,2237.695,2240.5950000000003
Copy.,2241.375,2241.875
Eleven point o.,2243.52,2244.66
Seven point five.,2260.77,2268.71
Point zero.,2300.25,2300.99002
Copy.,2301.29,2301.79
So the air pressure inside of the crew lock continuing to tick down starting at fourteen.,2306.545,2311.49002
We're now under ten.,2311.49002,2313.0299999999997
"Again, we're gonna go all the way down to five, and then we're gonna pause the operation.",2313.33,2317.27
And both crew members will do some quick leak checks on their suits.,2318.005,2321.705
"And then once they get good re good readings from that, it'll be time to resume.",2322.805,2326.9049999999997
They'll continue drawing atmosphere out of this section of the Quest airlock.,2327.41003,2331.27
"They'll get down to two, close the pumps off, and then be ready to vent the access error overboard.",2332.13,2338.335
Then the hatch will get opened.,2339.835,2341.53503
"Both crew members will switch their suits over to battery, and the clock will start counting.",2341.59503,2345.61505
On the first of five battery space walks.,2345.95996,2350.86
Nine point zero.,2366.34,2367.48
Before the five.,2396.555,2397.455
"And still getting a live view inside of the Quest Air if you're just tuning in our two space walking astronauts on the other side of that hatchway in the crew lock section of the Quest airlock inside, the air pressure slowly ticking down as pumps draw out the air.",2421.050001,2437.94
They started out at about fourteen point seven going down to five PSI.,2437.94,2442.12
They're gonna pause and do some leak checks on their suits.,2442.635,2445.454998
We are getting closer to the official start of today's space while again plan to last about six and a half hours.,2449.114998,2455.11
"That's gonna see Christina Cook, our lead space walker, EV one, for today.",2455.489998,2459.59
"And Drew Morgan, EV two head out to the very far end of the station on something called the p six truss.",2459.835003,2466.635
"It's on the left side, the port side.",2466.635,2468.575
"To replace, several batteries today.",2468.86,2471.74
"They're gonna be swapping out two older batteries, swapping in a new one and an adapter plate in the first of five planned spacewalks to swap out twelve older nickel hydrogen batteries with six new lithium ion batteries delivered on the Japanese HTV eight.",2471.74,2486.91
"This is the third such swap we've done over the last few years, three of four.",2487.05,2491.87
"And this one, a little bit different ones that we've seen in the past, which a lot of, the actual battery swapping was done using robotics controlled by the ground here in Mission Control, Houston.",2492.33,2505.18
"But, with this case, since they're so far out on the trust, that backbone structure of the international space station, the robotic arm can actually reach all the way out there, so the crew member's gonna be doing it by hand.",2505.88,2517.135
"These aren't small batteries, they have the same dimensions.",2517.995,2521.990005
"They're each about forty inches long, thirty seven inches wide, nineteen inches high.",2522.05,2527.83
"The older nickel hydrogen batteries weighing in at three hundred and sixty four pounds, the newer lithium ion batteries are much denser, they weigh about four hundred and twenty eight pounds, and each new lithium ion battery replacing two old nickel hydrogen batteries.",2529.245,2545.0
They're gonna be moving these around by hand.,2546.615,2549.255
Something you're able to do since they are operating in a microgravity environment.,2549.255,2553.515
"But these things do still have a large amount of mass, so they'll have to be very careful as they're moving them out of their, different attachment points, and then maneuvering between the two of them at a time as we saw an in animation a little bit earlier something that the flight control team's referring to is inchworming, moving very carefully along, and then using a lot of voice protocols to indicate when they have a good grip on the battery as these large batteries will actually obscure their view of each other as they're moving them along.",2553.84001,2583.905
"But right now, the pressure continuing to decrease inside the crew lock number, just waiting until they get to five PSI, and then we're gonna hold.",2587.58,2595.63501
"They'll do leak checks, and then the depress will resume.",2595.63501,2598.77501
Point zero.,2619.73,2620.47
Copy.,2621.41,2621.89
And I got my alert tone as expected.,2621.89,2623.75
I do as well.,2623.89,2624.87
"And a reminder for Drew at five, we're gonna close the manual as well.",2662.9049999999997,2667.75998
That's five point five.,2679.415,2680.95502
Point zero First won't manage without closed.,2729.935,2737.45
Okay.,2739.32498,2739.725
"Mario as well, I'm going close.",2739.725,2741.505
"On your DCM, switch display status until leak check, question mark is played, and then, yes, for two seconds, and follow the state instructions.",2743.805,2754.06998
You do wanna work.,2754.765,2755.9049999999997
Check.,2760.605,2760.92502
Wait for easy one.,2760.92502,2762.15
Wait for give me two.,2772.445,2773.98502
"And so at this moment, we are at five PSI inside of the crew lock section of Quest.",2778.37003,2784.4700000000003
They are pausing the depress and doing leak checks on their suits now.,2785.49002,2789.575
So Cook and Morgan will do this.,2791.635,2793.315
"Usually, just takes a couple of seconds.",2793.315,2796.13
"And then once they're done with the leak checks, they'll be ready to resume.",2796.13,2799.51
"If you want, we can complete calling instructions.",2820.5299999999997,2824.925
This led my direct mail to EBA.,2825.065,2827.005
Do you want me to check think.,2830.9049999999997,2832.5
K.,2842.685,2843.005
D one eighty two.,2843.005,2843.725
After the leak check is complete.,2843.725,2845.26498
Check the authorized user is in EVA.,2845.32498,2847.3450000000003
What?,2848.445,2848.945
EV two network.,2854.77002,2855.67
"And just like that, two good leak checks on these suits.",2873.545,2876.605
And so we'll now be standing by.,2876.825,2879.4049999999997
EV two unit o two actuator EVA.,2881.43,2883.61
EV two.,2884.55,2885.27
You press pound to manualize the valve open.,2885.27,2887.77
Despite an alert tone.,2888.4700000000003,2890.09
Copy.,2890.31,2890.81
Press on manage your valve open.,2894.63498,2896.6549999999997
"And just like that, the depressurization of the crew lock now back in work.",2904.27,2909.115
So it's gonna continue ticking down now from five psi all the way down to two.,2909.57498,2914.235
"At that point, they're going to turn the pump off.",2914.55,2917.21
You want me to.,2918.07,2919.19
