Sentence,Global start,Global end
We're powering off right now for some troubleshooting.,2378.95233,2380.8516
We'll power it back on at a later time.,2381.0713,2383.9297
We'll give you words on that later.,2384.22925,2385.86847
"But with the end of the exercise, you'll also go for medox change out.",2385.86847,2389.5668299999998
Okay.,2418.53842,2418.858261
"Houston, for EV one, we have METOX serial number zero zero five And for EV two, we have one zero three three.",2418.858261,2426.50348
Copy.,2429.04196,2429.361801
All those are good numbers.,2429.361801,2430.32132
You're good to continue.,2430.32132,2431.30108
"If you're just joining us, you're looking live inside the quiz airlock where NASA astronauts Josh Cassidy and Frank Rubio are finishing up preparations and pre breed procedures before heading out the hatch today.",2654.72214,2667.235
"The duo will be assembling and installing records and shuts for a modification kit to for upcoming solar array upgrades, the new ISS rollout solar arrays or iroses will increase the space station total available power.",2669.194,2684.32452
"The duo was about thirty minutes behind schedule, which could mean a later start time than the scheduled seven zero five AM central time, eight zero five AM eastern time.",2687.38272,2699.70633
This will be the first spacewap for Casa's career and the first for Rubio on their first mission to the International Space Station.,2702.50446,2710.08945
This is the first spacewalk for Expedition sixty eight and the ninth spacewalk of twenty twenty two.,2710.62894,2716.015
"Josh Casta arrived to the station as part of crew five in October, and Frank Rubio arrived on a Soyuz rocket back on September twenty first.",2717.17444,2726.73947
Cash.,2736.35373,2736.67358
So that's a part of NASA SpaceX crew five.,2736.67358,2739.4924
Following their launch to the inertial space station on the fifth commercial crew rotation mission aboard the nurse.,2743.32925,2750.42593
International space station.,2751.68445,2753.10397
The crew astronauts lifted off at five zero one PM eastern time on October fifth.,2753.84335,2758.42133
From launch complex thirty nine a at NASA's Kennedy Space Center in Florida.,2758.59995,2762.67792
The SpaceX Falcon Nine Rocket propelled the crew endurance.,2762.67792,2768.55374
"Spacecraft with NASA astronauts, Nicole Mann, and Josh Cassidy, along with Koichi Wakada at the Japan Aerospace Exploration Agency and Anna Kekina of Frost Kosmos into orbit to begin a six month science mission of port Space Station.",2768.9733,2783.61487
"Another important thing happening today, the tanking for NASA space launch system rocket with the Orion spacecraft at launch pad thirty nine b at NASA's Kennedy Space Center in Florida.",2872.7842,2884.0286
NASA TV will be showing and airing that coverage today starting at three thirty PM eastern time.,2885.5676,2893.1032
NASA's ARTEMIS one mission is the first integrated test of agency's deep space exploration systems.,2893.36282,2898.5005
"The Orion spacecraft, SLS rocket, and supporting ground systems.",2898.82983,2903.36783
Launch of the uncrewed flight test is targeted for November sixteenth at one zero four AM eastern time.,2904.1072,2910.5131
You're currently seeing a live view with beautiful weather at the Cape where SLS is sitting on path thirty nine a.,2915.69916,2923.58496
Thirty nine b at NASA Kennedy Space Center in Florida.,2924.14465,2929.2424
"Currently seeing views inside the quest airlock wear suit up lead, NASA astronaut, Nicole",2995.34467,3000.0
"Old man and Jack Sashanat, Koichi Wakada, are helping the duo of Josh Gaceta and Frank Arugio get prepared to venture outside into the back of a space today.",3000.03998,3012.00358
"The crew is now getting their SAFER install, the SAFER or the SIM flood aid for EVA rescue is essentially a jetpack that the astronauts wear when they perform spacewalk Safer is worn as a precautionary measure in the unlikely event that an astronaut worked to become untethered from the space station.",3012.383141,3032.04098
The SAFR would allow the crew member to safely propel themselves back to the space station.,3032.389862,3037.28766
"Once the SAFR are successfully installed on the astronauts, they will be moved through the equipment lock portion of the airlock.",3038.42684,3044.50348
"You see on the top of your screen, Now, into the crew lock session, the hatch will then be closed behind them, and the final preparations will begin to depressurize the crew lock all the way down to vacuum.",3044.50348,3060.45442
They'll then complete suit checks and communication checks with the flight control team here in Houston before venturing outside the hatch.,3060.913937,3067.97066
Houston station in step eleven time was twelve eighteen.,3150.9537,3154.27205
We have started a timer for the two minute purge.,3154.27205,3156.85101
Copy.,3159.21957,3159.53941
Twelve eighteen for for both.,3159.53941,3161.29854
Thanks.,3161.29854,3161.79854
"Station, the METOX canisters that we removed are serial number two zero and serial number two two.",3292.1548000000003,3299.3112
There's temp stowed on the deck in the step twenty one GMT twelve twenty three.,3299.3112,3305.5582
"And we copy all numbers, Duke Spence, and we're good with that.",3309.7044,3313.76263
Okay.,3316.1012,3316.42105
We're moving on to step twenty two.,3316.42105,3318.24002
And copy and concur.,3326.6546,3327.91425
Houston station.,3448.0342,3448.8940000000002
Manual leak check is complete.,3448.95374,3450.5129699999998
We're moving on to a SAFER dotting.,3450.5129699999998,3452.41226
Wait.,3455.2094,3455.44928
Copy.,3455.44928,3455.94928
If you're just showing as you're looking live inside the quest airlock of the inertial space station where NASA astronaut Josh Cassidy is suited up in this suit with the red stripes.,3479.3869,3488.89212
He will be EV one today.,3488.89212,3490.59152
He's on the left of your screen.,3492.4896,3494.22897
"And Frank Burugio EV two that suit with unmarked The unmarked suit will be EV two today is being helped by Jack's astronaut Koichi Wakada to the top of your screen and the coal man who just went out of view, the duo will head out of the hatch of the inertial space station later this morning.",3495.3282,3518.9855
We're they will be conducting the two hundred and fifty four to spacewalk in support of the International Space Station assembly maintenance and upgrades.,3519.2051,3526.01196
The do are suited up now and they have just completed their pre breathe procedures for this morning.,3528.1892,3534.3664
They are now about to don their savers or put on their savers for the day.,3534.8259,3540.9927
"Again, the saper SAFER or the SIMPLE at eight for EVA rescue is essentially a jetpack that the astronauts wear when they perform spacewalks.",3543.0114,3555.5353999999998
Safer is all worn is worn as a precautionary measure in the unlikely event that the enash not were to become untethered from the space station the SAFR would allow the crew members to safely propel themselves back to the International Space Station.,3556.1448,3571.5271000000002
"Once the SAFR are successfully installed, On the screenshots, they will be moved through the equipment lock portion of the airlock you see on your top of your screen.",3572.4664000000002,3579.9025
"Now into the crew lock section, The hatch will then be closed behind them, and the final preparations will begin to depressurize the crew.",3580.2821,3588.98694
Crew lock area all the way down to vacuum.,3589.70496,3592.24396
They'll then complete suit checks and communication checks with the flight control team here in Houston before venturing outside the hatch.,3592.74347,3599.4049999999997
"You know, Nancy, Nicole Mann and Coacheo Ocado working together to install the SAFR on Josh Cassidy's suit.",3618.05914,3625.635601
The space seats you see that you are wearing now are EMUs or extra vehicular mobility units.,3629.273481,3634.69102
"Are essentially a mini life support system providing environmental protection, mobility, and communications for the crew members to turn their spacewalk.",3635.029922,3642.646362
Hello.,3782.06317,3782.38301
Keystone on one Koetje.,3782.38301,3784.78181
"And if you guys can turn on the hiccup for EV one and two one by one, please.",3784.78181,3790.79794
"If you're just joining us for looking live inside the Quest AirLock of Financial Space Station where NASA astronaut Josh Casa, is currently being helped by NASA astronauts Nicole Mann and Koichi Wakata to Don his SAFER That means to put on his SAFER.",3954.1228300000002,3971.28412
"Of course, ma'am, you see Frank Rubio, indeed.",3974.46228,3978.40054
Unmarked suit.,3978.7199,3979.77963
"He will be EV two today, while Josh Casper will be EV one, extra crew extra vehicular crew number one, for today's EVA.",3980.63895,3990.0143
The two fifty four is spacewalk and the support of the initial space station assembly maintenance and upgrade.,3991.79318,3997.2507
Nash NASA astronauts Josh Cassidy and Frank Gorubio will be conducting today's spacewalk.,3998.33987,4003.23767
They will be looking to assemble install brackets and shut of a modification kit for upcoming solar array upgrades.,4003.93707,4010.1536
That's the new ISS rollout solar arrays or iroses.,4011.01294,4014.47144
That will help increase the space station's total available power.,4015.16992,4018.82834
The CBA sets the stage for the installation of an irosa on the s six truss that will be launched next year on a SpaceX cargo dragon flight.,4025.0635,4034.49762
"If you're just joining us, you're looking live inside the quartz airlock.",4469.37463,4472.83316
You're looking live inside the quintessential space station where NASA astronaut Josh Casta suited up in the suit with the red stripes.,4475.74997,4483.28644
"Is donning his SAFER, and Frank Rubio in the unmarked suit are in preparations for today's a spacewalk.",4483.8048,4492.08987
That's gonna be live coverage today of the two fifty fourth spacewalk in support of the International Space Station as simply maintenance and upgrades.,4492.7493,4500.24582
The crew has successfully or proceeding nominally with pre breathing procedures including dawning of the SAFR as mentioned.,4502.0244,4512.8789
The team is slightly behind the timeline.,4513.49835,4515.5576
They're running about thirty minutes behind.,4516.29697,4518.35617
Given us a later start time.,4519.0347600000005,4520.8541000000005
"Essentially, a later start time than the seven zero five central time or the eight zero five each stream time of exiting the hatch this morning.",4522.3131,4532.03848
"We're looking for the crew lock depressed to start around six fifty five, central time, seven fifty five eastern time this morning.",4533.6574,4541.02307
"Again, you're getting a few of astronaut Nicole Mann, the suit up lead this morning, backed by Jack's astronaut, Koichi Wakada, helping out the duo of Josh Cassidy and Frank Rubio today as they do final preparations for today's before the start of today's EVA or spacewalk.",4558.07986,4575.89893
"Again, the duo is helping currently Josh Casada don his SAFR.",4578.8772,4587.98227
"Again, that SAFR is a SAFR is a acronym for a simplified eight for EVA rescue and is essentially a jetpack that the astronauts wear when they performed spacewalks.",4588.28186,4600.09454
The SAFR is worn as a precautionary measure in the unlikely event that an astronaut were to become untethered from the space station The SAFER would allow the crew member to safely propel themselves back to the space station.,4600.35416,4612.39783
"Again, once the SAFER are successfully installed on both astronauts.",4613.49704,4617.53378
"They will be moved into the crew lock section, then the hatch will then be closed behind them, and the final preparations will begin to depressurize the crew lock all the way down to vacuum.",4618.1932,4632.41547
They'll then complete suit checks and communication checks with the flight control team here in Houston before venturing outside the hatch.,4632.78494,4640.1615
Can you currently see Nicoleman?,4644.4389,4645.85843
Houston on one.,4646.198,4647.85742
"Could you guys please turn off the hiccup please, and make sure that the light goes off, o f f.",4648.03708,4654.0236
And we did get the telemetry.,4655.44263,4657.34192
So thanks for the troubleshooting.,4658.16125,4659.46085
"If you're just joining us, you're looking live inside the Quest Airlock, and you currently see Koetje cut at working with Frank Rubio in the unmarked suit as they try to power cycle his hecho or his helmet camera.",4887.60826,4903.6881
"He will be camera number twenty today, and you've seen a cold man in the back with a red shirt on as she helps Josh Casa in the suit with the red drinks or EV one.",4904.22758,4915.86894
He will be helmet cam number twenty two today.,4915.86894,4918.88768
Nicole man is currently moving Josh Casper inside the crew lock section.,4924.37427,4930.75133
"Well, Frank Rubio still has to go through his SAFER install.",4933.30945,4937.76746
He's currently still attached to the suit donning.,4938.14702,4941.22447
He still attached to the suit donning stand.,4942.92337,4945.06256
He will need to work through the same procedures that Josh Casa just went through as the duo of Nicole Mann and Koetje Ocado attached the SAFER to his suit.,4945.92188,4955.86646
See your work on the HEKA.,4956.63498,4958.13448
We will get you some steps shortly.,4958.87386,4961.57275
Stand by.,4961.7524300000005,4962.4923
You may not be able to get it on without removing the light locks.,4963.51154,4968.24869
"You just heard a call from Akhayoshi Day, acting capcom this morning, up to the station talking to Koizhi Wakada as they work on the Heiko or the helmet cam on Frank Rubio's suit trying to power cycle to get that to turn on properly.",5043.1648000000005,5061.63358
We're still standing by for the HEKA installation on Frank's helmet.,5062.89267,5067.7105
Let me proceed with the SAFR installation while we wait for the procedure.,5068.64978,5072.70798
"And, Koji, thanks support.",5089.1869,5090.6047
"I if you guys can remove the l's and then work those four latches to put the helmet light on, the helmet.",5090.6047,5100.5098
You guys are good to do that.,5101.08923,5102.70868
And you guys can do the same for Donning as well.,5105.12723,5108.10452
"But if you guys need steps, we'll give you some steps shortly.",5108.10452,5113.04233
"Okay, Aky.",5119.04797,5119.68768
We copy.,5119.68768,5120.12744
It's in work.,5120.12744,5120.84708
"And also, for your essay, When I put Josh in the crew lock, he asked me to turn on his helmet lights, and they would not come on.",5120.84708,5130.09174
"So I went and I rechecked all connections, and we're able to push them together.",5130.11148,5134.34848
And then his helmet lights did come on.,5134.4082,5137.12683
I didn't notice there was nothing disconnected.,5137.12683,5139.1461
I didn't notice anything that was abnormal.,5139.36572,5142.2741
"So this helmet lights are on now, but I wanted you to be aware in case you have a problem later than the EVA.",5142.7736,5147.9113
Okay.,5150.88892,5151.20877
I did copy your last report.,5151.20877,5153.28772
Thank you very much for letting us know.,5153.28772,5155.10706
"If you're just joining us your looking side, the quiz airlock, as the duo of Nicole Mann, that's astronaut, and Chad's astronaut, Koichi Wakado, worked to Reinstall the HEKA or the camera system attached to the helmet of Frank Rubio, today's extra vehicle two crew member that will be going outside the station with EV one, Josh Cassidy, to conduct the two fifty fourth spacewalk for the inertial space stations assembly, maintenance, and upgrades today.",5285.46188,5326.6684000000005
The crew is currently about thirty minutes behind their scheduled timeline.,5327.84753,5331.1861
"Of going outside of the hatch at seven zero five AM, central time, eight zero five AM eastern time.",5331.6548,5339.3112
"Left side, and that p two alpha plug is in the way.",5341.8095,5345.02814
It seems to make it difficult.,5345.4477,5347.5666
Can I disconnect that plug or no?,5347.5666,5349.4659
Standby checking.,5350.2646,5351.16437
"Duke, first, let's turn off OFS to Reba, and then you can disconnect that to connection.",5359.79877,5366.0959
"You just heard a call from Nat Sasha, Natacole men, and the response from Jack's astronaut.",5377.88916,5383.2667
"Akihoshi Day, Capcom communicating all the way through deprecorization this morning, at which point the ground IV, Zenith Cardman, will take over communications and walking the crew to through today's spacewalk.",5384.8748,5397.5686
Carman was selected as a national,5398.308,5399.99994
"In twenty seventeen, and she's a part of the turtle class.",5400.039919999999,5403.8582602
"Again, they're attaching the lights and camera.",5431.9121,5434.77092
You'll hear them call out to about a hecka.,5434.879922,5437.13904
That's the HD camera attached.,5437.47862,5439.03784
That will give us views of the spacewalk today from the astronauts point of view.,5439.03784,5443.81448
"Once that is attached, we then will go through the procedures to attach the safer or the Simflate Aid for EVA Rescue to Frank Rubio as well, and we will then move him from the equipment lock portion of the airlock, you see, to the crew lock session where we just saw Nicole man move Josh Cassidy to.",5445.033619999999,5468.2984799999995
"After Frank Rubio is put into the crew locks at and the hatch will then be closed behind them, and the final preparations will begin to depressurize their crew lock all the way down to vacuum.",5470.796974999999,5482.44103
They'll then complete suit checks and communication checks with the flight control team here in Houston before venturing outside the hedge.,5482.820596,5489.75718
"We're in a short highlight Hinnover period, and we'll game communications within our space station shortly.",5515.701639999999,5520.87874
K.,5538.95792,5539.157819999999
The helmet lights are back on.,5539.157819999999,5540.85722
The e hits are installed.,5541.19679,5542.41644
TMG is back.,5543.06485,5544.22426
P two alpha is plugged back into the helmet.,5544.22426,5546.7232699999995
Thanks a lot for the report.,5573.0577299999995,5574.477269999999
"Once you guys are happy, go ahead and turn on, o, and the reba.",5575.29662,5579.57323
And let's check the lights.,5579.99277,5582.7716199999995
And also just turn on the HEKA and check for the green light.,5582.98988,5587.0481
And Erika.,5589.586579999999,5590.36644
Copy.,5600.46904,5600.7489
Thumbs up.,5600.7489,5601.488789999999
"And you're hearing calls from Akhijushida to the crew discussing the reba, Reba is the rechargeable EVA battery assembly, and the crew now has the lights back on the suit, and we'll go on to put this SAFER on the back of Frank Rubio space suit.",5620.36882,5637.64854
"Again, the space suit you see, Currently, with the Frank Rubio NVU, is the EMU or the extra regular mobility unit?",5639.427409999999,5649.44997
"And they are essentially a mini like support system providing environmental protection, mobility, and communications for the crew members during their spacewalk.",5649.68985,5657.626139999999
It's in the airlock.,5670.279079999999,5671.818569999999
We have released all the the helmet mic.,5672.837799999999,5675.41674
Hekka.,5675.97476,5676.33457
"And the rebuy is on, and we checked Hekka Lite.",5676.33457,5680.09268
LED went on and hold on.,5680.09268,5682.09171
Light's good.,5682.09171,5682.77136
And did you wanna to turn on the EMU T.,5682.77136,5685.49899
V.,5685.49899,5685.69888
Also.,5685.69888,5686.19888
K.,5688.4974999999995,5688.65741
"Turn, please.",5688.65741,5689.43729
K.,5693.564939999999,5694.064939999999
Give me a T.,5695.00421,5695.643889999999
V.,5695.643889999999,5695.80384
Soft and a T.,5695.80384,5696.72336
V.,5696.72336,5696.7633399999995
Soft.,5696.7633399999995,5697.2633399999995
Copy that.,5698.24262,5699.102419999999
