Sentence,Global start,Global end
Ten thirty seven.,403.78,404.84
This is the second in a series of at least four spacewalks to attempt the repair at the alpha magnetic spectrometer.,414.195,421.11002
"On the first Facebook, just a week ago, the astronauts removed the AMS debris shield over the workstation that they will be accessing today and jettisoned it into space.",421.97,431.155
They also worked through some get ahead tasks that were to be completed in today's spacewalk by removing the vertical support beam cover and jettisoning it into space as well.,431.775,440.31
This left the area around the AMS in a good configuration for today's work of cutting the tubes to disable the experiment's current cooling system.,440.37,448.725
"During the first space walk, Parmatano and Morgan also installed three handrails around the worksite to more easily access and perform work on AMS.",450.145,458.81
"The astronauts have several tasks on their plate today from preparing a power cable, that will provide power to the alpha magnetic spectrometer to cutting six, eight, actually, stainless steel tubes That will be connected to the cooling system on the next spacewalk.",515.955,530.995
We've got an animation that will break this down a little bit more and give you a preview of what you can expect to see today.,531.29504,536.59503
Here we have Luca and Drew prepared for the second of the AMS repair EVA following a very successfully VIN number one.,552.635,558.95
"Here we have Luca heading up the Cetus burden with the SSRMS to, prepare for his flight to AMS.",559.17004,564.63
"While Drew will be heading up to Zetas Per with, tool bag, and he'll be heading out directly to ELC to pair his worksite and to assess Luca in their EVA two repair work.",565.525,574.905
"Luca has to, pitch down the, with extender here.",576.06,579.51996
"He left the APF Farm with extender on the end of the arm, on the end of the last EVA to save time on this one, so he'll get the right setting set up here, ingress the APFR and prepare for the flight over to AMS.",579.66,589.69495
Once ingressed into the turn the end of the can to arm too.,608.72,611.764999
"There'll be another big maneuver over top station with great views as Luca heads to the Zenaside of AMS this time to work out to know line, covering some power cables.",611.825,619.52
"The SSR mess will slide Luca in between ELC two and AMS, and, he'll get to work with some Russian cutting tools to open up the MLI of the multi layer insulation in this area.",628.734999,637.97
"He'll be accessing, two power cables that were on AMS for other hardware, and, we'll utilize those to connect up to a set of EVA cables to prepare for the pump box arrival on EVA number three.",638.03,649.855
"Once those cables are temp stowed, it'll open up yet more Emily in that area to prepare for mechanical attached device or mad install on the beam.",656.949997,664.225
"This mad will, be utilized on EVA three for the mechanical attachment of the pump box.",664.925,670.37
"So following this task, the power, data, and mechanical components will all be ready for that pump box to come right out on the beginning of VVA three.",670.450005,677.6700060000001
"Completing that work, the SSRMS maneuver Luca from the Xena side back a little bit nadir in between e s ELC and AMS to the same works that he was at during EVA one.",679.105,690.13
"From here, he will use a, a large set of, rough cutters to cut a fill line that will vent out the remaining CO2 in the cooling system allowing for the fine detail it cuts, that will be utilized to connect up the system on k three.",691.31,704.0
"At the vertical support beam worksite, he'll have six tubes that he'll have to cut.",704.78,708.4
"Those six tubes, with six of eight tubes that'll be connected to the new pump system on a subsequent EVA.",708.78,714.3050000000001
Those tubes as their cut will be capped and identify with tube numbers.,716.285,719.905
"From there, the SSR missile for Luca below AMS for the final two cuts.",720.845,725.25
"It'll open up the MLI that works at install a tube support bracket, which will protect, the other sensitive AMS hardware in this area while he's working here, and finish up with the two remaining cuts that will also be capped.",725.310005,737.135
"With eight of eight tubes now, cut and capped, the SSRMS will maneuver Luca back towards the face one of the trust where he got on, and he'll egress the SSR mess there and head back to meet her lock after a successful EVA number two.",745.02,757.865
"While he's riding back on the SSR will be cleaning up the bags that have been stowed on ELC two, preparing that work site for the in between time between the EVAs and then translating back under the mobile transporter and back to the airlock and stuff.",758.32501,769.615
"This will set up the AMS and the station to bring out the new pump system at the beginning of VVA three and have it installed, ready for fluid, power and data connections.",772.255,780.51999
Those are the tasks you can look forward to seeing today during the alpha magnetic spectrometer spacewalk number two.,791.755,797.97
Dan four to three.,803.55501,805.095
Copy.,806.9150099999999,807.4150099999999
Ten forty six.,807.55501,808.6949999999999
Four to six Copy.,811.955,814.4599900000001
Four three.,814.4599900000001,815.44
"As we've mentioned, the challenging part of these spacewalks is that they really were not intended to happen since the AMS was only scheduled to have three year lifetime.",838.875,847.3
"Therefore, the work being done wasn't planned to be attempted in space, and the tasks can be difficult in the bulky spacesuits and while wearing gloves.",847.68001,854.9000100000001
"However, there has been extensive training by the crew and several tools developed by teams on the ground over the past four years in preparation for these spacewalks.",856.075,864.335
"Just to note some of that training, Andrew Morgan and Luca Parmatano, today's space walkers, have had seven sessions in the neutral buoyancy laboratory dedicated to training on these AMS spacewalks.",867.71002,878.2850000000001
"They also formed several runs on the active response gravity offload system, or argos, where they worked with the highest fidelity hardware available, detail down to the zip ties.",878.825,889.225
"They also perform go glove box sessions, allowing them to get a feel of what it would be like to conduct these unique procedures while wearing the pressurized suits and even practice the spacewalk during a virtual reality session.",891.525,902.96
"Since they've been in space, The astronauts have been reviewing procedures, in preparation to venture outside the hatch, including watching videos of their ground training to recall everything that they learned.",910.475,921.5200199999999
The International Space Station is currently flying two hundred and sixty five statute miles over the South Atlantic Ocean.,952.46002,959.2
"And we're live here in the International Space Station flight control room at Johnson Space Center in Houston, Texas.",959.5149799999999,965.6949999999999
Leading all the flight controllers on the ground through today's spacewalk is flight director Jeff Ratigan.,969.88,974.94
You can see him there in the center of your screen.,977.32498,980.065
"And just out of view on your right is Capcom, Mark Vandahai.",980.845,984.9449999999999
He's on hand to speak with the station astronauts and will hand over communications to the ground IV or Jeremy Hansen once the quest patch is closed and depressurization is underway.,985.3899799999999,995.1450199999999
"Ground IV, Jeremy Hansen, is talking directly to the two space walkers as they move throughout the task today, choreographing the spacewalk and watching them step by step.",997.2850000000001,1006.87997
"He also trained extensively on these spacewalks, so he's a great a great person for the crew to have on their side walking them through today's tasks.",1007.09998,1016.13498
The lead EVA or extra vehicular activity officer is John Malarski.,1020.4,1024.97998
He oversees the team monitoring suit information and walking through the procedures.,1025.3600000000001,1029.38
While feeding information to teams here on the ground.,1029.805,1032.7050199999999
"There are five crew members currently in the Quest Airlock, but there are actually six crew members in space right now.",1050.565,1056.8600000000001
"That's three Americans, one Italian, and two Russians aboard the International Space Station.",1056.8600000000001,1061.3600000000001
"The current residents are Andrew Morgan, and Luca Parmatano, who will be our space walkers today.",1061.82,1066.935
"Alexander Skvortsov and Oleg Scripotchka of Rose cosmos, and Jessica Amir and Christina Cook of NASA.",1067.0749799999999,1073.09497
Thirty minutes out from the crew receiving their go for depressurization And you can see the astronauts preparing the safer.,1124.56,1131.1349500000001
That's the simplified aid for EVA Rescue.,1131.1349500000001,1133.875
"The compressed nitrogen powered backpack That's, allows a crew member to maneuver independently of the space station.",1134.3349600000001,1140.6599999999999
"However, it's primarily intended for use if a space walker became detached from the station and needed to maneuver back.",1140.72,1147.5149999999999
"The experiment of the astronauts are repairing today, the alpha magnetic spectrometer or AMS arrived at the space station on May sixteenth two thousand eleven after being launched on space shuttle endeavor, becoming the most advanced charged particle detector ever flown in space, It was installed robotically three days later on May nineteenth two thousand eleven by NASA's True Feustel, Greg Chammatov, and Greg Johnson, and he says Roberto Vittori.",1251.15,1276.985
"The four astronauts used the space shuttle's robotic arm to lift the AMS out of Endeavor's payload bay, then transferred it to the Canon arm two on the station for it to be installed.",1277.365,1287.76
"It lives on the s three truck truck truck structure outside the station, which is where the astronauts will be heading today and has been collecting data since its installation.",1288.38,1297.285
AMS is composed of a large magnet and eight detector systems with over three hundred thousand electronic channels that provide power to the detectors and record the data they collect.,1300.619995,1311.265
It weighs over seven point five tons and can gather more than seven gigabits of data per second.,1311.725,1317.744995
Over the last eight and a half years that the AMS has been in in service.,1319.11,1324.17
"It has collected data on over one hundred and forty billion cosmic ray events, helping us to understand just what our universe is made of.",1324.229996,1333.185
"Following the upgrade, we expect to ask see during this series of spacewalks of the upgraded tracker thermal pump system, the space station program expects the radiator on this device will be even more and efficient and cool more significantly than when the AMS was originally installed, allowing for science to continue for years to come.",1349.145,1369.875
"You can see the crew member's beginning to move astronaut, Luca Parma Tano.",1476.15,1480.09
Into the crew lock section of the Quest airlock.,1480.475,1483.535
"Once he and Drew have arrived inside that crew lock portion, the hatch will be closed between the crew lock and equipment lock separating them from the rest of the space station and depressurization will begin.",1486.715,1497.37997
"The suit itself is pressurized at about four point three pounds per square inch And to put that into context, the atmospheric pressure we're used to on earth's surface is about fourteen point seven pounds per square inch.",1501.315,1512.69
"That's also the pressure of the inside of the international space station with a mixed oxygen, nitrogen environment again, much like on earth.",1513.155,1520.695
"The lower pressure in the space suit allows for much more flexibility, which is crucial when flexing the rigid gloves, for the scheduled six and a half hour spacewalk.",1522.5,1530.545
"NASA astronaut, Christina Cook, and Rescosmos Cosmonaut, Olegz Gropotchka, are moving, isa astronaut, Luca Parmatano, into the crew lock section of the Quest Airlock.",1739.295,1750.05
"You can also see NASA's Jessica Meir down at the bottom of your screen who will be commanding the robotics for today from the space station, moving the Canon arm to and positioning Parmatano where he needs to be to access the alpha magnetic spectrometer.",1750.4299999999998,1763.8049999999998
The crew will next move NASA's Andrew Morgan into the crew lock along with Parmitano.,1768.58997,1773.49
"Close the hatch, depressurize the, crew lock section, and then the astronauts will switch their Spacesuits to, internal battery power signaling the start of today's spacewalk.",1774.205,1785.80005
"About seventeen minutes until the crew receives a go for depressurization, currently moving NASA astronaut Andrew Morgan into the crew lock section of the Quest airlock.",1898.775,1908.5
"They're preparing his safer, his simplified aid for EVA rescue, that jet pack sort of, equipment that we mentioned earlier that would help him maneuver back to the station if he were to become detached.",1911.315,1922.75
"As the crew members attach this SAFER to Morgan's portable life support system, you can see that his suit is entirely white.",2080.205,2087.325
There are no rings around his legs.,2087.325,2089.665
"Whereas Permano's suit, who you can see in the crew portion of the quest airlock, has red stripes around the legs of his suit, And that will help differentiate between the two when outside of the International Space Station.",2089.94998,2102.02502
"Parmatano, who was on his fourth Spacewalk today will be EV one or spacewalker one.",2105.20502,2111.44998
"And Morgan on his fifth spacewalk is spacewalker two or EV two, meaning he has the suit with no stripes.",2111.99,2118.70502
The major surgery of today's spacewalk will be when Pormatano and Morgan cut eight stainless steel tubes to disable the cooling system currently used on the alpha magnetic spectrometer or AMS.,2160.95,2174.975
They will be the first astronauts to cut and later reconnect fluid lines in space once they install the upgraded tracker thermal pump system scheduled for the next spacewalk.,2175.95,2185.73
"If you're watching live online, we hope that you will join the conversation by using the hashtag ask NASA and submitting your questions on Twitter.",2310.48,2318.545
We have a question this morning from Kostav who wants to know where the cooling pump package will be installed on the alpha magnetic spectrometer.,2319.50995,2326.49
"Today, we'll see the astronauts install the mechanical attachment device or the MAD that will eventually hold the upgraded thermal tracker pump system outside of the alpha magnetic spectrometer's vacuum case.",2329.3450000000003,2341.63
We'll see the installation of that pump package installed.,2342.08997,2344.82996
On the third spacewalk of this series.,2345.195,2348.33496
And we've got a satellite handover of the T address or tracking data relay satellite system.,2374.76,2379.98
"We we will regain video and, audio communications with the crew shortly.",2380.615,2384.615
Rising above ninety five degrees.,2384.775,2386.475
We'd like to make sure his CV setting.,2386.855,2388.9
And they are under nine minutes from a go for depressurization as they move NASA astronaut Andrew Morgan into the crew lock portion of the Quest airlock.,2388.9,2397.72003
"And, also, if it's already, basically, we do need to have we I'm sorry.",2414.105,2419.599998
"I missed that, but we have to make sure his cooling gets increased from what it is right now.",2419.599998,2423.46
Okay.,2427.119999,2427.439999
We copy.,2427.439999,2428.18
"And, Mark, we're currently at three, so we will increase.",2437.16,2439.82
Copy.,2441.96,2442.440002
"I'm sure people are gonna wanna know what the TCV setting ends up being, so that would be appreciate it if you let us know.",2442.440002,2447.745003
Station airlock on one.,2505.560005,2506.92
"We Drew's TCV was at three, and it is now at six.",2506.92,2510.520004
"He's or, excuse me, seven.",2510.520004,2511.96
He'd like to keep it at seven as a max.,2511.96,2514.235
He says he is comfortable.,2514.235,2515.695
"And, seven would be the highest number he'd wanna go.",2516.315,2519.535
Copy.,2521.195,2521.595
"Thanks for the information, Christina.",2521.595,2523.215
Both crew members are now in the crew lock portion of the Quest Airlock.,2595.225,2599.485
Cree members on the equipment lock portion of this side of the Quest airlock will close the hatch separating the two And teams here in Mission Control Houston will shortly conduct a go no go poll for pressure depressurization.,2603.23001,2616.495
Of the crew lock portion.,2617.36,2618.73999
"Flight director, Jeff Radigan here in Mission Control, Houston, has just conducted a go no go poll with all of the flight controllers here in the room for the depressurization of the airlock, everyone giving the green light that the space walk is ready to proceed.",2806.015,2820.49
We've got another ask and ask a question from Degan who wants to know if there will be more spacewalk this year.,2874.19498,2880.12
The spacewalk you're seeing today is the second of four planned spacewalks to repair the alpha magnetic spectrometer.,2880.42,2886.36002
"The next is currently scheduled for December second, and the fourth will be planned later on.",2886.8450000000003,2891.9049999999997
Today's spacewalk is the tenth at the International Space Station this year.,2892.8450000000003,2896.96
"It's also the two hundred and twenty third spacewalk in support of International Space Station Assembly, maintenance, and upgrades.",2898.38,2904.775
Airlock Houston on space to ground one.,3090.939995,3093.02
We're seeing good responsiveness on Drew's temperature.,3093.02,3096.32
Drew's free.,3096.939995,3097.5
Just wanna make sure Drew understands he's free to adjust his TCV to anything as long as it's three or above.,3097.5,3103.665
Okay.,3107.485,3107.645
It's three or above.,3107.645,3108.524994
"Thanks, Mark.",3108.524994,3109.345
Rose Cosmos Cosmonaut all at Konanyago closing the hatch between the crew lock and equipment lock portions of the Quest airlock.,3169.295,3176.275
"Since the crew on board received a go from teams on the ground to depressurize the airlock, we'll see that happen in a couple of segments.",3201.245,3209.165
"They'll begin to depress rise to five pounds per square inch from the fourteen point seven at which the space station, currently operates.",3209.165,3217.15
"They'll pause for a systems check, leak checks of suits, tether checks, and communication checks, then resume depressurization to a vacuum to match that outside of the space station.",3218.235,3228.52
Houston airlock on one for TCV.,3321.57498,3323.44498
"Ahead, Christina.",3325.16,3325.98
"Mark, we'd like to confirm that the stipulation of Drew's TCV set as desired, but above three is only for right now while he's on the SCU.",3328.68,3339.88498
"Once he's out the door, does he have the full range available, or do you need to wait in confirm that.",3340.185,3345.88
Yeah.,3351.755,3352.075
"Christina, he can go to the full range available when he's out the door.",3352.075,3355.45502
And mark your copies.,3373.01498,3374.13498
And so do I?,3374.13498,3374.69498
Thank you.,3374.69498,3375.51498
"In airlock on one, notifying you in step seventy one that we are complete to that point.",3379.52,3386.18
And copy.,3389.665,3390.305
"We're, Christina and the airlock, we're putting steps seventy two dot one dot two and dot three in work.",3390.305,3394.385
We'll give you a callback shortly.,3394.385,3395.685
Copy that.,3397.77002,3398.25
"And while you guys are working that, we're showing that we are above the hundred minutes on the pre breathe timer.",3398.25,3403.63
Decent repairs.,3406.725,3407.625
Copy.,3411.92502,3412.42502
We have another ask NASA question coming from Vlad who asked how long the AMS is planned to operate after the repairs happening on these spacewalks.,3418.63,3427.125
We're installing the upgraded tracker thermal pump which will actually occur in the next spacewalk scheduled for December second.,3428.625,3435.18
It has four pumps and a resupply of carbon dioxide sufficient enough to last the rest of the space station's lifetime.,3435.24,3441.4049999999997
"The UTTP replaces the pumps, the accumulator heat exchangers, valves and more, and it will be attached to the outside of the alpha magnetic spectrometer.",3442.265,3452.66
Okay.,3469.66,3469.97998
That's a good view of all the tethers.,3469.97998,3471.68
I do.,3472.13998,3472.8
Great.,3472.94,3473.44
Just wondering what's going on.,3486.5,3488.12
"Airlock Houston on space to ground one, you are hot miked.",3498.38998,3502.01
"The EV crew is hot miked, and, you are go to continue with step seventy three and forward.",3502.23,3507.005
Okay.,3509.4049999999997,3509.885
"Copy that we are all hot, Mike.",3509.885,3511.565
"And if you could, did you also copy?",3511.565,3513.425
One copy.,3513.885,3514.625
Maybe two copies.,3514.685,3515.645
"Good morning, Mark.",3515.645,3516.625
"Good morning, Drew, and you are also got to go for three step seventy six.",3517.55,3521.6499599999997
So I don't need it to through.,3547.45,3550.17
We are at seven seventy four.,3550.17,3553.63
Twenty five three different pump power off.,3553.8500400000003,3556.91003
Depress pump power is off.,3557.5950000000003,3559.295
"Next tablet, if I depress pump and name of old depress.",3559.915,3564.255
Bump enable LED is on.,3564.69,3566.79004
It's correct.,3567.89,3568.63
Somewhere local on one while waiting for your goal to continue.,3574.605,3577.665
Yeah.,3579.485,3579.725
You have that goal.,3579.725,3580.785
Yeah.,3590.445,3590.685
Copy that.,3590.685,3591.325
"Well, step ninety six, we are going to clear off the press few card.",3591.325,3596.065
Houston concurries.,3597.565,3598.54504
Drew and Luca.,3610.255,3611.315001
First step for you is to verify your SCUs connected to your DCM.,3611.695,3615.155
Standby.,3616.87,3617.35
That was the wrong size of the cue card.,3617.35,3618.95
Let's let's start with this.,3618.95,3620.49
"Drew, for you, switch the depress pump power to on, o n.",3620.630001,3624.405
You press pump power on o n.,3627.045,3629.145
K.,3629.285,3629.445
"We're gonna wait ten seconds, and then after ten, we'll be taking the depress pump, man, ice valve, open.",3629.445,3634.56
Copy.,3634.7,3635.2
Hi.,3642.815,3643.315
Pump managed to valve open.,3646.97,3648.59
Copy.,3649.05,3649.45
You'll both be monitoring your suit key gauge stays less than five point five.,3649.45,3653.45
"If it goes above five point five, through, you'll stop the depress by closing the depress pump, man, like, valve.",3653.45,3658.785
Copy.,3658.785,3659.285
Point zero.,3688.165,3688.905
Copy thirteen.,3690.165,3691.145
One zero That'd be twelve.,3729.285,3734.64
Teams here in Mission Control and aboard the International Space Station stepping through the procedures this morning.,3761.355,3766.41501
"As Luca Parmatano and Andrew Morgan are in the crew lock portion of the Quest Airlock, beginning depressurization and preparing to venture outside.",3766.66,3775.0
Ten point zero.,3831.99,3833.13
And did you say again?,3837.67,3838.87
Ten point zero.,3838.87,3839.84999
Copy ten point zero.,3841.965,3843.345
Nine point zero.,3898.30002,3899.36002
Okay.,3900.30002,3900.46002
Nine point zero.,3900.46002,3901.6
Point zero.,3972.11,3972.93
I see APSI.,3974.50998,3975.33
Things progressing smoothly.,3989.83,3991.21
"For the depressurization of the crew lock portion of the Quest airlock, We can see, we'll expect to see it stop depressurizing at five pounds per square inch as we pause for a systems check including tethers and leak checks of the spacesuits.",3991.83,4006.83
"Repra depressurization will resume to vacuum after those checks are complete For both of you, when you get to six point o, you can expect an alert tone.",4007.93,4033.685
Point zero.,4055.7,4056.52002
Copy.,4058.02002,4058.26
Seven point zero.,4058.26,4059.48
K.,4061.46002,4061.7
"Picture for you all, when we get the point o, we're gonna be pausing the depress for a leak check.",4061.7,4067.4049999999997
I'll either call that or you whoever sees five point o first.,4067.705,4071.005
Copy.,4071.465,4071.945
Copy.,4071.945,4072.445
"Andrew, I see five psi.",4138.63495,4141.21497
You can take the depress pump man ice valve closed.,4141.4349999999995,4143.855
Press on man.,4145.55005,4146.11005
I saw that was closed.,4146.11005,4147.33
Copy.,4150.27,4150.67004
The deepest on man.,4150.67004,4151.55005
I saw that was closed.,4151.55005,4152.6900000000005
"For both of you on your DCMs, switch display status until leak check question mark is displayed, then give it a long yes and follow displayed instructions.",4152.755,4161.655
Work.,4164.7,4165.2
And I'll take reports of your o two actuator position and time left as you go.,4170.495,4174.755
Okay.,4175.135,4175.635
Hello.,4179.55,4180.05
Hang on.,4184.67,4184.99
Forty five seconds for you.,4184.99,4186.35
Do you live Copy.,4186.35,4189.15497
It'll try Saturday's Friday.,4193.695,4195.15497
Check complete.,4236.434998,4237.175
Central two two EVA.,4237.315,4238.76
I've got the check complete or two position IP.,4239.78,4242.76
Copy.,4244.339996,4244.839996
EV one that you're complete.,4244.98,4246.519997
"That's affirmative, and I'm willing to hook you.",4247.505,4250.565
"And then I'm not getting the prompt to, go to EV.",4250.945,4254.245
"And mine is showing, I showed airlock pressure at six point o at the time that we started.",4255.52,4261.22
It was showing five point eight Okay.,4262.0,4265.854996
I copy that.,4265.854996,4266.835
"I had three ten millimeters of mercury as microlock pressure showing on the PCS which corresponds to oh, I see that.",4266.895,4277.23
Nope.,4277.23,4277.63
I actually did start you a little bit early.,4277.63,4279.63
"So, let me check with Houston on that.",4279.63,4282.29
Houston airlock on one.,4282.415,4284.674995
We completed the leak check at about five point eight psi instead of five We're talking about it.,4285.055,4301.284996
"Alright, Christina.",4321.045,4321.845
Yeah.,4321.845,4322.005
That's not an issue.,4322.005,4322.884995
The system will work just fine with the the depress of or that stepped on a little earlier than normal.,4322.884995,4328.99
So you can go to step six for both crew.,4329.93001,4332.43001
Okay.,4334.645,4335.045
Copy that.,4335.045,4335.685
And thank you Houston.,4335.685,4337.445
"And, Drew, question for you.",4337.445,4338.885
"You said that, can you report again how your leak check completed?",4338.885,4342.105
Yeah.,4342.24,4342.56001
It completed.,4342.56001,4343.20001
"Now it's just toggling leak check complete, o two position IV.",4343.20001,4346.88
"So I didn't know if maybe since we're at a little higher pressure, it's not pro prompting me to go to EVA.",4346.88,4351.62001
I concur.,4352.33499,4352.995
"And Houston's given us a go into the next step, which is to check that your o two actuator is an EVA.",4353.055,4358.33499
So you have a go to move your o two actuator into EVA.,4358.33499,4361.31499
In work.,4361.6,4362.34001
"And, for Luca, we'd like you to confirm that you've got your o two actuator in EVA.",4375.305,4380.765
We're seeing IV on the ground.,4380.77,4382.39
I am moving in right now.,4384.37001,4386.31
I was waiting for it to go.,4386.37001,4388.145
And my o two actuator is EVA three v two.,4391.02501,4394.085
K.,4394.545,4394.785
Copy.,4394.785,4395.10501
EV two's o two actuator is in EVA.,4395.10501,4397.445
And we'll wait for the report from EV one as well.,4397.64,4400.36
Yeah.,4400.36,4400.84
I'm sorry.,4400.84,4401.64
"We just switched to make sure I get having EA, but I'm not getting the Take a second.",4401.64,4409.805
Okay.,4409.86499,4410.265
I got it.,4410.265,4410.825
Okay.,4410.825,4411.065
Position it is done.,4411.065,4412.36499
Copy.,4413.2,4413.51999
"And with that, Drew, you can take the deepest pump, man, ice valve open.",4413.51999,4416.81999
K.,4417.04,4417.54
"Deepers pump, man, ice valve open.",4419.04,4420.81999
How are you still open?,4424.425,4425.565
Crew members conducting their checks for leaks and tether checks and other Communications checks on the suits just a little bit early.,4436.01001,4443.24501
Teams here on the ground and in space confirming everything looks good and depressurization can continue.,4443.945,4449.085
Has opened.,4449.34,4450.16
Yeah.,4452.06,4452.22
I wouldn't copy.,4452.22,4453.12
"And as before, you're gonna monitor your suit gauge stays below five point five.",4454.86,4458.605
"And if it goes above, you'll stop the depress.",4458.605,4460.625
What for now?,4542.7,4543.485
Hello?,4609.035,4609.535
Copy.,4619.01,4619.33002
Three point o.,4619.33002,4620.13
"And big picture, when we get to two point o, we'll be you, at that time, will take the depressant man ISO valve close.",4620.13,4625.97
"And, again, either less will note when we see that.",4625.97,4629.475
Copy.,4629.475,4629.975
Pressure inside the crew lock is under three pounds per square inch on its way to a vacuum.,4690.845,4696.065
"And you can see NASA Christina Cook and Roscosmos Cosmonaut Oleg Konanieco inside the equipment lock portion of the Quest airlock, helping the crew through their final task, before they step outside of the airlock this morning and begin the second spacewalk to repair the alpha magnetic spectrometer.",4696.445,4712.705
Power.,4721.635,4722.135
Off.,4729.91,4730.41
Welcome.,4730.55,4731.05
Copy.,4731.58997,4731.99
"And we're just coming back from our handover, and you'll be reporting your initial tether config to Houston when they're ready.",4731.99,4737.75
I'll give you that go.,4737.75,4739.05
Copy.,4744.445,4744.60504
"Eric, you said we are ready to copy.",4744.60504,4746.625
It's in special about good morning.,4749.26996,4751.1900000000005
This is Luca.,4751.1900000000005,4752.00995
"Good morning, Luca.",4752.3099999999995,4753.1900000000005
Great to hear your voice.,4753.1900000000005,4753.91
"I'm gonna start with good to you, yours.",4753.91,4757.175
And I'm I'm gonna start with the load task.,4757.175,4759.75494
"So from the T ring, it's still giving extender.",4760.21497,4762.95496
I have choose right hand side waist better.,4763.89496,4768.76
It looks locked black on black on the viewing extender.,4769.22003,4772.12
"The small hook is on his right hand side, the d ring extender, and the small hook is locked black flat.",4773.09503,4780.29004
"From in steering, it's fender.",4781.55005,4783.17004
"On the right hand side, I have this red all.",4784.03,4787.735
The keys locked black and black going to the reel.,4788.995,4792.055
Real is unlocked.,4793.555,4794.455
"The large hook, which is yellow, close to green",4794.675,4799.85504
The yellow is locked black and black.,4801.76,4804.74
The wheel is unlocked.,4806.48,4807.7
Meaning large hook from the green reel goes to my right hand side waist tether.,4807.965,4814.785
It's small hook from the green wheel goes on to the red wheel.,4815.885,4820.07
It's unlocked.,4820.37,4821.43
"My right inside with with center is on Drew's, anchor hook.",4823.785,4829.085
It's locked black on black.,4829.145,4830.64
And the small hook goes on to my right hand side.,4831.359999,4835.04
The D.,4835.04,4835.44
V.,4835.44,4835.6
Extender is locked black on black.,4835.6,4838.495
And that's the load battery state.,4839.055,4841.315
